RELATÓRIO DE SERVIDORES - 22/01/2026 21:21
====================================================================================================
NOME DO ARQUIVO                                         | SERVIDOR BASE
HAVOK_TV_-_TIGER_-__[Teste_06h]_-_Tiger_[21-01-2026_..  | http://38.147.106.155:80
HAVOK_TV_-_TIGER_-__[Teste_06h]_-_Tiger_[22-01-2026_..  | http://38.147.106.155:80
HAVOK_TV_-_VORNAK_-__[Teste_04h]_-_Vornak_[20-01-202..  | http://dstreaming.win:80
HAVOK_TV_-_VORNAK_-__[Teste_04h]_-_Vornak_[22-01-202..  | http://dstreaming.win:80
HAVOK_TV_-_ZAYDA_-__[Teste_04h]_-_Zayda_[20-01-2026_..  | http://cdn.serversnetuno.site:80
HAVOK_TV_-_ZAYDA_-__[Teste_04h]_-_Zayda_[22-01-2026_..  | http://cdn.serversnetuno.site:80
INVICTOS_EXTREME_-_TESTE_COMPLETO_COM_ADULTOS_[21-01..  | http://sourceopbx.sbs:80
INVICTOS_EXTREME_-_TESTE_COMPLETO_COM_ADULTOS_[22-01..  | http://sourceopbx.sbs:80
INVICTOS_EXTREME_-_TESTE_COMPLETO_SEM_ADULTOS_[21-01..  | http://sourceopbx.sbs:80
INVICTOS_EXTREME_-_[19-01-2026_01h12].m3u               | http://sourceopbx.sbs:80
INVICTOS_EXTREME_-__TESTE_COMPLETO_COM_ADULTOS_[19-0..  | http://sourceopbx.sbs:80
INVICTOS_EXTREME_-__TESTE_COMPLETO_SEM_ADULTOS_[19-0..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-_TESTE_COMPLETO_-_SMART_TVS_(_LG__S..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-_TESTE_COMPLETO_-_SMART_TVS_(_LG__S..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-_TESTE_COMPLETO_COM_ADULTOS_[20-01-..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-_TESTE_COMPLETO_COM_ADULTOS_[22-01-..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-_TESTE_COMPLETO_SEM_ADULTOS_[21-01-..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-_TESTE_COMPLETO_SEM_ADULTOS_[22-01-..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-__TESTE_COMPLETO_-_SMART_TVS_(_LG__..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-__TESTE_COMPLETO_COM_ADULTOS_[19-01..  | http://sourceopbx.sbs:80
Infrax_-__LUVEM_-_Teste_Completo_Com_Adultos_[21-01-..  | http://cloudsalex.space:80
Infrax_-__LUVEM_-_Teste_Completo_Com_Adultos_[22-01-..  | http://cloudsalex.space:80
Infrax_-__LUVEM_-_Teste_Completo_Sem_Adultos_[21-01-..  | http://cloudsalex.space:80
Infrax_-__LUVEM_-_Teste_Completo_Sem_Adultos_[22-01-..  | http://cloudsalex.space:80
LIFE_UHD_-_ARES_PLAY_-_ARES_PLAY_TESTE_-_CADULTOS_[1..  | http://cdneshow.xyz:80
LIFE_UHD_-_ARES_PLAY_-_ARES_PLAY_TESTE_-_sADULTOS_[1..  | http://cdneshow.xyz:80
LIFE_UHD_-_ARES_PLAY_-__ARES_PLAY_TESTE_-_CADULTOS_[..  | http://cdneshow.xyz:80
LIFE_UHD_-_ARES_PLAY_-__ARES_PLAY_TESTE_-_CADULTOS_[..  | http://cdneshow.xyz:80
LIFE_UHD_-_ARES_PLAY_-__ARES_PLAY_TESTE_-_sADULTOS_[..  | http://cdneshow.xyz:80
LIFE_UHD_-_ARES_PLAY_-__ARES_PLAY_TESTE_-_sADULTOS_[..  | http://cdneshow.xyz:80
LIFE_UHD_-_CINEMAX_-__CINEMAX_TESTE_-_CADULTOS_[21-0..  | http://cdn.andromedaz.site:80
LIFE_UHD_-_CINEMAX_-__CINEMAX_TESTE_-_CADULTOS_[22-0..  | http://cdn.andromedaz.site:80
LIFE_UHD_-_CINEMAX_-__CINEMAX_TESTE_-_sADULTOS_[21-0..  | http://cdn.andromedaz.site:80
LIFE_UHD_-_CINEMAX_-__CINEMAX_TESTE_-_sADULTOS_[22-0..  | http://cdn.andromedaz.site:80
LIFE_UHD_-_GTA_PLAYER_-__GTA_PLAYER_TESTE_-_CADULTOS..  | http://srv3.site:80
LIFE_UHD_-_GTA_PLAYER_-__GTA_PLAYER_TESTE_-_CADULTOS..  | http://srv3.site:80
LIFE_UHD_-_GTA_PLAYER_-__GTA_PLAYER_TESTE_-_SADULTOS..  | http://srv3.site:80
LIFE_UHD_-_GTA_PLAYER_-__GTA_PLAYER_TESTE_-_SADULTOS..  | http://srv3.site:80
LIFE_UHD_-_GreenTv_-_GREEN_PLAY_TESTE_-_CADULTOS_[19..  | http://xui.brfontes.fun:80
LIFE_UHD_-_GreenTv_-_GREEN_PLAY_TESTE_-_SADULTOS_[19..  | http://xui.brfontes.fun:80
LIFE_UHD_-_GreenTv_-__GREEN_PLAY_TESTE_-_CADULTOS_[2..  | http://xui.brfontes.fun:80
LIFE_UHD_-_GreenTv_-__GREEN_PLAY_TESTE_-_SADULTOS_[2..  | http://xui.brfontes.fun:80
LIFE_UHD_-_GreenTv_-__GREEN_PLAY_TESTE_-_SADULTOS_[2..  | http://83km.sbs:80
LIFE_UHD_-_RedPlay_-_RedPlay_TESTE_-_CADULTOS_[19-01..  | http://wpm.dcnn.site:80
LIFE_UHD_-_RedPlay_-_RedPlay_TESTE_-_sADULTOS_[19-01..  | http://wpm.dcnn.site:80
LIFE_UHD_-_RedPlay_-__RedPlay_TESTE_-_CADULTOS_[21-0..  | http://wpm.dcnn.site:80
LIFE_UHD_-_RedPlay_-__RedPlay_TESTE_-_CADULTOS_[22-0..  | http://nordesteip.shop:80
LIFE_UHD_-_RedPlay_-__RedPlay_TESTE_-_sADULTOS_[21-0..  | http://wpm.dcnn.site:80
LIFE_UHD_-_RedPlay_-__RedPlay_TESTE_-_sADULTOS_[22-0..  | http://nordesteip.shop:80
LIFE_UHD_-_TOPD+_-__TOPD+_PLAY_TESTE_-_CADULTOS_[21-..  | http://cloudsalex.space:80
LIFE_UHD_-_TOPD+_-__TOPD+_PLAY_TESTE_-_CADULTOS_[22-..  | http://cloudsalex.space:80
LIFE_UHD_-_TOPD+_-__TOPD+_PLAY_TESTE_-_sADULTOS_[20-..  | http://topcdn.fun:80
LIFE_UHD_-_TOPD+_-__TOPD+_PLAY_TESTE_-_sADULTOS_[22-..  | http://cloudsalex.space:80
LIFE_UHD_-_TURBO_FLIX_-__TURBO_FLIX_TESTE_-_CADULTOS..  | http://cdn.kplaysuper.site:80
LIFE_UHD_-_TURBO_FLIX_-__TURBO_FLIX_TESTE_-_CADULTOS..  | http://cdn.kplaysuper.site:80
LIFE_UHD_-_TURBO_FLIX_-__TURBO_FLIX_TESTE_-_sADULTOS..  | http://cdn.kplaysuper.site:80
LIFE_UHD_-_TURBO_FLIX_-__TURBO_FLIX_TESTE_-_sADULTOS..  | http://cdn.kplaysuper.site:80
Lider_-_1_ONE_-_Completo_Com_Adultos_[21-01-2026_07h..  | http://fontez.cc:80
Lider_-_1_ONE_-_Completo_Com_Adultos_[22-01-2026_20h..  | http://fontez.cc:80
Lider_-_1_ONE_-_Completo_Sem_Adultos_[21-01-2026_00h..  | http://fontez.cc:80
Lider_-__ALPHA_-_Completo_Com_Adultos_[21-01-2026_00..  | http://74.91.29.44:80
Lider_-__ALPHA_-_Completo_Sem_Adultos_[20-01-2026_23..  | http://74.91.29.44:80
Lider_-__Fire_PLAY_-_TURBO_-_Completo_Com_Adultos_[2..  | http://cdn.turbox.tv.br:80
Lider_-__Fire_PLAY_-_TURBO_-_Completo_Sem_Adultos_[2..  | http://cdn.turbox.tv.br:80
Lider_-__Fire_PLAY_-_TURBO_-_Completo_Sem_Adultos_[2..  | http://cdn.turbox.tv.br:80
Lider_-__LITE_-_Completo_Com_Adultos_[20-01-2026_23h..  | http://207.58.175.8:80
Lider_-__LITE_-_Completo_Com_Adultos_[22-01-2026_20h..  | http://207.58.175.8:80
Lider_-__LITE_-_Completo_Sem_Adultos_[21-01-2026_07h..  | http://207.58.175.8:80
Lider_-__LITE_-_Completo_Sem_Adultos_[22-01-2026_20h..  | http://207.58.175.8:80
Lider_-__MAX_-_Completo_Com_Adultos_[21-01-2026_07h4..  | http://c.superodin.nl70.top:80
Lider_-__MAX_-_Completo_Com_Adultos_[22-01-2026_20h4..  | http://c.superodin.nl70.top:80
Lider_-__MAX_-_Completo_Sem_Adultos_[20-01-2026_23h4..  | http://c.superodin.nl70.top:80
Lider_-__MAX_-_Completo_Sem_Adultos_[22-01-2026_20h4..  | http://c.superodin.nl70.top:80
MEGA_PLAY_-_BOSS_-_TESTE_3H_CADULTO_[20-01-2026_23h4..  | http://cloudsalex.space:80
MEGA_PLAY_-_BOSS_-_TESTE_3H_SADULTO_[21-01-2026_00h2..  | http://wpm.dcnn.site:80
MEGA_PLAY_-_PRO_-__TESTE_1_DIA_C_ADULTOS_[21-01-2026..  | http://topcdn.fun:80
MEGA_PLAY_-_PRO_-__TESTE_3H_C_ADULTO_[21-01-2026_01h..  | http://topcdn.fun:80
MEGA_PLAY_-_PRO_-__TESTE_3H_S_ADULTO_[21-01-2026_00h..  | http://topcdn.fun:80
NetPlay_-_7_SEVEN_-_Teste_C_Adulto_12_Horas_[20-01-2..  | http://38.147.106.155:80
NetPlay_-_7_SEVEN_-_Teste_C_Adulto_12_Horas_[22-01-2..  | http://38.147.106.155:80
NetPlay_-_7_SEVEN_-_Teste_C_Adultos_12_Horas_[21-01-..  | http://38.147.106.155:80
NetPlay_-_7_SEVEN_-_Teste_C_Adultos_12_Horas_[22-01-..  | http://38.147.106.155:80
NetPlay_-_7_SEVEN_-_Teste_S_Adulto_12_Horas_[20-01-2..  | http://38.147.106.155:80
NetPlay_-_7_SEVEN_-_Teste_S_Adulto_12_Horas_[22-01-2..  | http://38.147.106.155:80
NetPlay_-_7_SEVEN_-_Teste_S_Adultos_12_Horas_[21-01-..  | http://38.147.106.155:80
NetPlay_-_7_SEVEN_-_Teste_S_Adultos_12_Horas_[22-01-..  | http://38.147.106.155:80
NetPlay_-__ANDRMEDA_-_Teste_C_Adulto_12_Horas_[21-01..  | http://cloudsalex.space:80
NetPlay_-__ANDRMEDA_-_Teste_C_Adulto_12_Horas_[22-01..  | http://cloudsalex.space:80
NetPlay_-__ANDRMEDA_-_Teste_S_Adulto_12_Horas_[20-01..  | http://cloudsalex.space:80
NetPlay_-__ANDRMEDA_-_Teste_S_Adulto_12_Horas_[22-01..  | http://cloudsalex.space:80
NetPlay_-__ATENA_-_Teste_C_Adulto_12_Horas_[21-01-20..  | http://wxpago.sbs:80
NetPlay_-__ATENA_-_Teste_S_Adulto_12_Horas_[21-01-20..  | http://wxpago.sbs:80
NetPlay_-__EXPLOSION_-_Teste_C_Adulto_12_Horas_[20-0..  | http://proxyphtop.shop:80
NetPlay_-__EXPLOSION_-_Teste_C_Adulto_12_Horas_[22-0..  | http://proxyphtop.shop:80
NetPlay_-__EXPLOSION_-_Teste_Completo_2H_C_Adultos_[..  | http://proxyphtop.shop:80
NetPlay_-__EXPLOSION_-_Teste_Completo_2H_C_Adultos_[..  | http://proxyphtop.shop:80
NetPlay_-__EXPLOSION_-_Teste_Completo_2H_S_Adultos_[..  | http://proxyphtop.shop:80
NetPlay_-__EXPLOSION_-_Teste_Completo_2H_S_Adultos_[..  | http://proxyphtop.shop:80
NetPlay_-__EXPLOSION_-_Teste_S_Adulto_12_Horas_[20-0..  | http://proxyphtop.shop:80
NetPlay_-__EXPLOSION_-_Teste_S_Adulto_12_Horas_[22-0..  | http://proxyphtop.shop:80
NetPlay_-__FIRE_-_Teste_12H_C_Adultos_[20-01-2026_23..  | http://207.58.175.8:80
NetPlay_-__FIRE_-_Teste_12H_C_Adultos_[22-01-2026_20..  | http://207.58.175.8:80
NetPlay_-__FIRE_-_Teste_12H_S_Adultos_[20-01-2026_23..  | http://207.58.175.8:80
NetPlay_-__FIRE_-_Teste_12H_S_Adultos_[22-01-2026_20..  | http://207.58.175.8:80
NetPlay_-__FLASH_-_Teste_12H_C_Adultos_[21-01-2026_0..  | http://157.173.97.235:80
NetPlay_-__FLASH_-_Teste_12H_C_Adultos_[22-01-2026_2..  | http://157.173.97.235:80
NetPlay_-__FLASH_-_Teste_12H_S_Adultos_[21-01-2026_0..  | http://157.173.97.235:80
NetPlay_-__FLASH_-_Teste_12H_S_Adultos_[22-01-2026_2..  | http://157.173.97.235:80
NetPlay_-__GALAXY_-_Teste_C_Adulto_12_Horas_[21-01-2..  | http://x25.acxll.shop:80
NetPlay_-__GALAXY_-_Teste_C_Adultos_12_Horas_[21-01-..  | http://x25.acxll.shop:80
NetPlay_-__GALAXY_-_Teste_S_Adulto_12_Horas_[21-01-2..  | http://x25.acxll.shop:80
NetPlay_-__GALAXY_-_Teste_S_Adulto_12_Horas_[22-01-2..  | http://x25.acxll.shop:80
NetPlay_-__GALAXY_-_Teste_S_Adultos_12_Horas_[21-01-..  | http://x25.acxll.shop:80
NetPlay_-__HADES_-_Teste_C_Adulto_12_Horas_[21-01-20..  | http://wpm.dcnn.site:80
NetPlay_-__HADES_-_Teste_C_Adulto_12_Horas_[22-01-20..  | http://nordesteip.shop:80
NetPlay_-__HADES_-_Teste_S_Adulto_12_Horas_[21-01-20..  | http://wpm.dcnn.site:80
NetPlay_-__HADES_-_Teste_S_Adulto_12_Horas_[22-01-20..  | http://nordesteip.shop:80
NetPlay_-__LUNAR_-_Teste_C_Adulto_12_Horas_[21-01-20..  | http://protec.sbs:80
NetPlay_-__LUNAR_-_Teste_C_Adulto_2_Horas_[20-01-202..  | http://protec.sbs:80
NetPlay_-__LUNAR_-_Teste_S_Adulto_12_Horas_[20-01-20..  | http://protec.sbs:80
NetPlay_-__LUNAR_-_Teste_S_Adulto_12_Horas_[22-01-20..  | http://protec.sbs:80
NetPlay_-__LUNAR_-_Teste_S_Adulto_2_Horas_[21-01-202..  | http://protec.sbs:80
NetPlay_-__LUNAR_-_Teste_S_Adulto_2_Horas_[22-01-202..  | http://protec.sbs:80
NetPlay_-__OLYMPUS_-_Teste_C_Adulto_12_Horas_[21-01-..  | http://cdn.andromedaz.site:80
NetPlay_-__OLYMPUS_-_Teste_C_Adulto_12_Horas_[22-01-..  | http://cdn.andromedaz.site:80
NetPlay_-__OLYMPUS_-_Teste_S_Adulto_12_Horas_[21-01-..  | http://cdn.andromedaz.site:80
NetPlay_-__OLYMPUS_-_Teste_S_Adulto_12_Horas_[22-01-..  | http://cdn.andromedaz.site:80
NetPlay_-__SKY_-_Teste_C_Adulto_12_Horas_[19-01-2026..  | http://xui.brfontes.fun:80
NetPlay_-__SKY_-_Teste_S_Adulto_12_Horas_[20-01-2026..  | http://xui.brfontes.fun:80
NetPlay_-__SOLAR_-_Teste_12_Horas_C_Adultos_[21-01-2..  | http://eogdos.shop:80
NetPlay_-__SOLAR_-_Teste_12_Horas_C_Adultos_[22-01-2..  | http://Y.pdjf.online:80
NetPlay_-__SOLAR_-_Teste_12_Horas_S_Adultos_[21-01-2..  | http://eogdos.shop:80
NetPlay_-__SOLAR_-_Teste_12_Horas_S_Adultos_[22-01-2..  | http://Y.pdjf.online:80
NetPlay_-__SPEED_-_Teste_C_Adulto_12_Horas_[21-01-20..  | http://topcdn.fun:80
NetPlay_-__SPEED_-_Teste_C_Adulto_12_Horas_[22-01-20..  | http://topcdn.fun:80
NetPlay_-__SPEED_-_Teste_S_Adulto_12_Horas_[21-01-20..  | http://topcdn.fun:80
NetPlay_-__SPEED_-_Teste_S_Adulto_12_Horas_[22-01-20..  | http://topcdn.fun:80
NetPlay_-__TIT_-_Teste_C_Adulto_12_Horas_[21-01-2026..  | http://cdn.andromedaz.site:80
NetPlay_-__TIT_-_Teste_C_Adulto_12_Horas_[22-01-2026..  | http://cdn.andromedaz.site:80
NetPlay_-__TIT_-_Teste_S_Adulto_12_Horas_[21-01-2026..  | http://cdn.andromedaz.site:80
NetPlay_-__TIT_-_Teste_S_Adulto_12_Horas_[22-01-2026..  | http://cdn.andromedaz.site:80
NetPlay_-__URANO_-_Teste_C_Adulto_12_Horas_[20-01-20..  | http://c.superodin.nl70.top:80
NetPlay_-__URANO_-_Teste_S_Adultos_12_Horas_[20-01-2..  | http://c.superodin.nl70.top:80
NetPlay_-__URANO_-_Teste_S_Adultos_12_Horas_[22-01-2..  | http://c.superodin.nl70.top:80
NetPlay_-__VNUS_-_Teste_C_Adulto_12_Horas_[21-01-202..  | http://fontez.cc:80
NetPlay_-__VNUS_-_Teste_S_Adulto_12_Horas_[21-01-202..  | http://fontez.cc:80
NetPlay_-__VNUS_-_Teste_S_Adulto_12_Horas_[22-01-202..  | http://fontez.cc:80
New-Servers_-_AtivaBox_-_COMPLETO_COM_ADULTOS_[21-01..  | http://xui.brfontes.fun:80
New-Servers_-_AtivaBox_-_COMPLETO_SEM_ADULTOS_[21-01..  | http://xui.brfontes.fun:80
New-Servers_-_BLESSED_SERVER_-_COMPLETO_COM_ADULTOS_..  | http://dns.blessed7.xyz:80
New-Servers_-_BLESSED_SERVER_-_COMPLETO_COM_ADULTOS_..  | http://dns.blessed7.xyz:80
New-Servers_-_BLESSED_SERVER_-_COMPLETO_SEM_ADULTOS_..  | http://dns.blessed7.xyz:80
Odin_-_Anubis_-_Teste+18_[21-01-2026_00h23].m3u         | http://207.58.175.8:80
Odin_-_Anubis_-_Teste_+18_[21-01-2026_01h23].m3u        | http://207.58.175.8:80
Odin_-_Anubis_-_Teste_-18_[21-01-2026_01h23].m3u        | http://207.58.175.8:80
Odin_-_BOSS-PLAY_-_Bossplay_+18_[21-01-2026_00h23].m..  | http://157.173.97.235:80
Odin_-_BOSS-PLAY_-_Bossplay_-18_[21-01-2026_00h23].m..  | http://157.173.97.235:80
Odin_-_FHMplay_-_Teste_+18_FHM_[21-01-2026_01h23].m3..  | http://fhmplay.shop:80
Odin_-_FHMplay_-_Teste_-18_FHM_[21-01-2026_01h23].m3..  | http://fhmplay.shop:80
Odin_-_Loki_-_Teste_Loki_+18_[21-01-2026_00h23].m3u     | http://fontez.cc:80
Odin_-_Loki_-_Teste_Loki_-18_[21-01-2026_00h23].m3u     | http://fontez.cc:80
Odin_-_Midgard_-_TESTE_+18_A_[21-01-2026_01h23].m3u     | http://cdn.andromedaz.site:80
Odin_-_Midgard_-_TESTE_-18_A_[21-01-2026_01h24].m3u     | http://cdn.andromedaz.site:80
Odin_-_ODINPLAY_+18_[21-01-2026_01h24].m3u              | http://c.superodin.nl70.top:80
Odin_-_ODINPLAY_-18_[21-01-2026_00h23].m3u              | http://c.superodin.nl70.top:80
Odin_-_Ragnarok_-_Teste_+18_[21-01-2026_00h23].m3u      | http://npainel.rfcapps.top:80
Odin_-_Ragnarok_-_Teste_-18_[21-01-2026_00h23].m3u      | http://npainel.rfcapps.top:80
Odin_-_Thor_-_TESTE_THOR_+18_[21-01-2026_01h24].m3u     | http://xui.brfontes.fun:80
Odin_-_Thor_-_TESTE_THOR_-18_[21-01-2026_00h23].m3u     | http://xui.brfontes.fun:80
Odin_-_Valhalla_-_Valhalla_+18_[21-01-2026_01h25].m3..  | http://vallhala10.top:80
Odin_-_Valhalla_-_Valhalla_-18_[21-01-2026_00h23].m3..  | http://vallhala10.top:80
Odin__-_ODINPLAY_+18_[21-01-2026_01h25].m3u             | http://c.superodin.nl70.top:80
P2VIP_-__Teste_Completo_C_Adulto_[21-01-2026_01h25]...  | http://cdn.p2vip.top:80
P2VIP_-__Teste_Completo_C_Adulto_[22-01-2026_20h40]...  | http://cdn.p2vip.top:80
P2VIP_-__Teste_Completo_S_Adultos_[21-01-2026_08h29]..  | http://cdn.p2vip.top:80
P2VIP_-__Teste_Completo_S_Adultos_[22-01-2026_20h40]..  | http://cdn.p2vip.top:80
PRIME_LUX_-_PRIMEBLACK_-__TESTE_COMPLETO_C_ADULTOS_[..  | http://fontez.cc:80
PRIME_LUX_-_PRIMEBLACK_-__TESTE_COMPLETO_C_ADULTOS_[..  | http://fontez.cc:80
PRIME_LUX_-_PRIMEBLACK_-__TESTE_COMPLETO_S_ADULTOS_[..  | http://fontez.cc:80
PRIME_LUX_-_PRIMEBLACK_-__TESTE_COMPLETO_S_ADULTOS_[..  | http://fontez.cc:80
PRIME_LUX_-_PRIMEGOLD_-__TESTE_COMPLETO_C_ADULTOS_[2..  | http://xui.brfontes.fun:80
PRIME_LUX_-_PRIMEGOLD_-__TESTE_COMPLETO_C_ADULTOS_[2..  | http://83km.sbs:80
PRIME_LUX_-_PRIMEGOLD_-__TESTE_COMPLETO_S_ADULTOS_[2..  | http://xui.brfontes.fun:80
PRIME_LUX_-_PRIMEGOLD_-__TESTE_COMPLETO_S_ADULTOS_[2..  | http://83km.sbs:80
PRIME_LUX_-_PRIMEHUB_-__TESTE_COMPLETO_C_ADULTOS_[21..  | http://wpm.dcnn.site:80
PRIME_LUX_-_PRIMEHUB_-__TESTE_COMPLETO_C_ADULTOS_[22..  | http://nordesteip.shop:80
PRIME_LUX_-_PRIMEHUB_-__TESTE_COMPLETO_S_ADULTOS_[21..  | http://wpm.dcnn.site:80
PRIME_LUX_-_PRIMEHUB_-__TESTE_COMPLETO_S_ADULTOS_[22..  | http://nordesteip.shop:80
PRIME_LUX_-_PRIMEMAX_-__TESTE_COMPLETO_C_ADULTOS_[21..  | http://x25.acxll.shop:80
PRIME_LUX_-_PRIMEMAX_-__TESTE_COMPLETO_C_ADULTOS_[22..  | http://x25.acxll.shop:80
PRIME_LUX_-_PRIMEMAX_-__TESTE_COMPLETO_S_ADULTOS_[21..  | http://x25.acxll.shop:80
PRIME_LUX_-_PRIMEMAX_-__TESTE_COMPLETO_S_ADULTOS_[22..  | http://x25.acxll.shop:80
PRIME_LUX_-_PRIMEONE_-__TESTE_COMPLETO_C_ADULTOS_[21..  | http://cloudsalex.space:80
PRIME_LUX_-_PRIMEONE_-__TESTE_COMPLETO_C_ADULTOS_[22..  | http://cloudsalex.space:80
PRIME_LUX_-_PRIMEONE_-__TESTE_COMPLETO_S_ADULTOS_[20..  | http://cloudsalex.space:80
PRIME_LUX_-_PRIMEONE_-__TESTE_COMPLETO_S_ADULTOS_[22..  | http://cloudsalex.space:80
PRIME_LUX_-_PRIMEULTRA_-__TESTE_COMPLETO_C_ADULTOS_[..  | http://38.147.106.155:80
PRIME_LUX_-_PRIMEULTRA_-__TESTE_COMPLETO_C_ADULTOS_[..  | http://38.147.106.155:80
PRIME_LUX_-_PRIMEULTRA_-__TESTE_COMPLETO_S_ADULTOS_[..  | http://38.147.106.155:80
PRIME_LUX_-_PRIMEULTRA_-__TESTE_COMPLETO_S_ADULTOS_[..  | http://38.147.106.155:80
PRIME_LUX_-_PRIME_X__-__TESTE_IPTV_COMPLETO_C_ADULTO..  | http://protec.sbs:80
PRIME_LUX_-_PRIME_X__-__TESTE_IPTV_COMPLETO_C_ADULTO..  | http://protec.sbs:80
PRIME_LUX_-_PRIME_X__-__TESTE_IPTV_COMPLETO_S_ADULTO..  | http://protec.sbs:80
PRIME_LUX_-_PRIME_X__-__TESTE_IPTV_COMPLETO_S_ADULTO..  | http://protec.sbs:80
PRIME_LUX_-_PRIME_ZEROUM__-__TESTE_COMPLETO_C_ADULTO..  | http://topcdn.fun:80
PRIME_LUX_-_PRIME_ZEROUM__-__TESTE_COMPLETO_C_ADULTO..  | http://topcdn.fun:80
PRIME_LUX_-_PRIME_ZEROUM__-__TESTE_COMPLETO_S_ADULTO..  | http://topcdn.fun:80
PRIME_LUX_-_PRIME_ZEROUM__-__TESTE_COMPLETO_S_ADULTO..  | http://topcdn.fun:80
PRIME_LUX_-_PRIME_Z_-__TESTE_COMPLETO_C_ADULTOS_[21-..  | http://cdn.andromedaz.site:80
PRIME_LUX_-_PRIME_Z_-__TESTE_COMPLETO_C_ADULTOS_[22-..  | http://cdn.andromedaz.site:80
PRIME_LUX_-_PRIME_Z_-__TESTE_COMPLETO_S_ADULTOS_[21-..  | http://cdn.andromedaz.site:80
PRIME_LUX_-_PRIME_Z_-__TESTE_COMPLETO_S_ADULTOS_[22-..  | http://cdn.andromedaz.site:80
Pro_Black_-__Teste_Completo_Com_Adultos_[20-01-2026_..  | http://queroassistir.top:80
Pro_Black_-__Teste_Completo_Com_Adultos_[22-01-2026_..  | http://queroassistir.top:80
Pro_Black_-__Teste_Completo_S_Adulto_[20-01-2026_23h..  | http://queroassistir.top:80
Pro_Black_-__Teste_Completo_S_Adulto_[22-01-2026_20h..  | http://queroassistir.top:80
SOCIAL_MASTER_-_GOLD_-_TESTE_COMPLETO_C_ADULTO_[21-0..  | http://cloudsalex.space:80
SOCIAL_MASTER_-_GOLD_-_TESTE_COMPLETO_C_ADULTO_[22-0..  | http://cloudsalex.space:80
SOCIAL_MASTER_-_GOLD_-_TESTE_COMPLETO_S_ADULTO_[21-0..  | http://cloudsalex.space:80
SOCIAL_MASTER_-_GOLD_-_TESTE_COMPLETO_S_ADULTO_[22-0..  | http://cloudsalex.space:80
SOCIAL_MASTER_-_HD_-_TESTE_COMPLETO_C_ADULTO_[21-01-..  | http://xui.brfontes.fun:80
SOCIAL_MASTER_-_HD_-_TESTE_COMPLETO_C_ADULTO_[22-01-..  | http://83km.sbs:80
SOCIAL_MASTER_-_HD_-_TESTE_COMPLETO_S_ADULTO_[21-01-..  | http://xui.brfontes.fun:80
SOCIAL_MASTER_-_HD_-_TESTE_COMPLETO_S_ADULTO_[22-01-..  | http://83km.sbs:80
SOCIAL_MASTER_-_PLAY_-_TESTE_COMPLETO_C_ADULTO_[21-0..  | http://fontez.cc:80
SOCIAL_MASTER_-_PLAY_-_TESTE_COMPLETO_C_ADULTO_[22-0..  | http://fontez.cc:80
SOCIAL_MASTER_-_PLAY_-_TESTE_COMPLETO_S_ADULTO_[21-0..  | http://fontez.cc:80
SOCIAL_MASTER_-_PLAY_-_TESTE_COMPLETO_S_ADULTO_[22-0..  | http://fontez.cc:80
SOCIAL_MASTER_NEW_-_TESTE_COMPLETO_C_ADULTO_[21-01-2..  | http://jhysa.top:80
SOCIAL_MASTER_NEW_-_TESTE_COMPLETO_C_ADULTO_[22-01-2..  | http://jhysa.top:80
SOCIAL_MASTER_NEW_-_TESTE_COMPLETO_S_ADULTO_[21-01-2..  | http://jhysa.top:80
SOCIAL_MASTER_NEW_-_TESTE_COMPLETO_S_ADULTO_[22-01-2..  | http://jhysa.top:80
SUBZERO_-_FNIX_-__TESTE_COMPLETO_C_ADULTOS_[21-01-20..  | http://topcdn.fun:80
SUBZERO_-_FNIX_-__TESTE_COMPLETO_S_ADULTOS_[21-01-20..  | http://topcdn.fun:80
SUBZERO_-_FNIX_-__TESTE_COMPLETO_S_ADULTOS_[22-01-20..  | http://topcdn.fun:80
Servidor_X_-__AtivaBox_Com_Adultos_[21-01-2026_08h29..  | http://xui.brfontes.fun:80
Servidor_X_-__AtivaBox_Com_Adultos_[22-01-2026_21h12..  | http://83km.sbs:80
Servidor_X_-__AtivaBox_Sem_Adultos_[21-01-2026_08h29..  | http://xui.brfontes.fun:80
Servidor_X_-__Caracol_Sem_Adultos_[21-01-2026_08h29]..  | http://vidaloka.fun:80
Servidor_X_-__Caracol_Sem_Adultos_[22-01-2026_21h12]..  | http://vidaloka.fun:80
Servidor_X_-__Caracol_[21-01-2026_08h29].m3u            | http://vidaloka.fun:80
Servidor_X_-__Caracol_[22-01-2026_20h40].m3u            | http://vidaloka.fun:80
Servidor_X_-__NetTurbo_[20-01-2026_17h32].m3u           | http://fontez.cc:80
Servidor_X_-__NetTurbo_[22-01-2026_20h40].m3u           | http://fontez.cc:80
Servidor_X_-__OpenBox_Sem_Adultos_[20-01-2026_17h32]..  | http://sourceopbx.sbs:80
