RELATÓRIO DE SERVIDORES IPTV - 19/01/2026 18:51
Baseado apenas nos arquivos da pasta: Listas-Downloaded
====================================================================================================
NOME DO ARQUIVO                                    | SERVIDOR BASE IDENTIFICADO
GLOBAL__IPTV_2_-_TESTE_1HR__SEM_ADULTOS_[19-01-..  | http://protec.sbs:80
GLOBAL__IPTV_2_-_TESTE_1HR__SEM_ADULTOS_[19-01-..  | http://protec.sbs:80
GLOBAL__IPTV_2_-_TESTE_3HRS__COMPLETO_[19-01-20..  | http://protec.sbs:80
GLOBAL__IPTV_2_-_TESTE_3HRS__COMPLETO_[19-01-20..  | http://protec.sbs:80
GLOBAL__IPTV_2_-_TESTE_3HRS__SEM_ADULTOS_[19-01..  | http://protec.sbs:80
GLOBAL__IPTV_2_-_TESTE_3HRS__SEM_ADULTOS_[19-01..  | http://protec.sbs:80
GLOBAL__IPTV_2_-_TESTE_6HRS__COMPLETO_[19-01-20..  | http://protec.sbs:80
GLOBAL__IPTV_2_-_TESTE_6HRS__COMPLETO_[19-01-20..  | http://protec.sbs:80
GLOBAL__IPTV_2_-_TESTE_6HRS__SEM_ADULTOS_[19-01..  | http://protec.sbs:80
GLOBAL__IPTV_2_-_TESTE_6HRS__SEM_ADULTOS_[19-01..  | http://protec.sbs:80
GLOBAL__IPTV_3_-_TESTE_1HR__COMPLETO_[19-01-202..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_1HR__COMPLETO_[19-01-202..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_1HR__SEM_ADULTOS_[19-01-..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_1HR__SEM_ADULTOS_[19-01-..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_3HRS__COMPLETO_[19-01-20..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_3HRS__COMPLETO_[19-01-20..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_3HRS__SEM_ADULTOS_[19-01..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_3HRS__SEM_ADULTOS_[19-01..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_6HRS__COMPLETO_[19-01-20..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_6HRS__COMPLETO_[19-01-20..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_6HRS__SEM_ADULTOS_[19-01..  | http://topcdn.fun:80
GLOBAL__IPTV_3_-_TESTE_6HRS__SEM_ADULTOS_[19-01..  | http://topcdn.fun:80
GLOBAL__IPTV_4_-_TESTE_1HR__COMPLETO_[19-01-202..  | http://x25.acxll.shop:80
GLOBAL__IPTV_4_-_TESTE_1HR__SEM_ADULTOS_[19-01-..  | http://x25.acxll.shop:80
GLOBAL__IPTV_4_-_TESTE_1HR__SEM_ADULTOS_[19-01-..  | http://x25.acxll.shop:80
GLOBAL__IPTV_4_-_TESTE_3HRS__COMPLETO_[19-01-20..  | http://x25.acxll.shop:80
GLOBAL__IPTV_4_-_TESTE_3HRS__COMPLETO_[19-01-20..  | http://x25.acxll.shop:80
GLOBAL__IPTV_4_-_TESTE_3HRS__SEM_ADULTOS_[19-01..  | http://x25.acxll.shop:80
GLOBAL__IPTV_4_-_TESTE_3HRS__SEM_ADULTOS_[19-01..  | http://x25.acxll.shop:80
GLOBAL__IPTV_4_-_TESTE_6HRS__COMPLETO_[19-01-20..  | http://x25.acxll.shop:80
GLOBAL__IPTV_4_-_TESTE_6HRS__COMPLETO_[19-01-20..  | http://x25.acxll.shop:80
